System,ROM Name,Description,ISVERTICAL,FW Reborn,LEGENDS,FW Atarashii,INSERT COIN,FOCUS,FW Atarashii Gems,FW Atarashii Mini,FW Atarashii Micro,Vertical,Year,numberPlayers,ctrlType,Buttons,Simple Manufacturer,Joystick Input,Other Input,Manufacturers
arcade,finalb,Final Blow,,x,x,x,,,,,,HORIZONTAL,1988,2,8 way,5,Taito,joy8way,,Taito
arcade,fixeight,FixEight,x,x,x,x,,,,,,VERTICAL,1992,3,8 way,2,Toaplan,joy8way,,Toaplan
arcade,flicky,Flicky,x,x,x,x,x,x,x,x,x,HORIZONTAL,1984,2,4 way,1,SEGA,joy2way,,SEGA
arcade,foodf2,Food Fight,,x,x,x,,,,,,HORIZONTAL,1982,2,analog,1,Atari,,stick,General Computer Corporation / Atari license
arcade,footchmp,Football Champ,,x,x,x,,,,,,HORIZONTAL,1990,4,8 way,2,Taito,joy8way,,Taito
arcade,forgottn,Forgotten Worlds,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1988,2,twin stick,1,Capcom,joy8way,dial,Capcom
arcade,frogger,Frogger,x,x,x,x,x,x,MINI,x,x,VERTICAL,1981,2,4 way,0,Konami,joy4way,,Konami
arcade,frontlin,Front Line,x,x,x,x,,,,,,VERTICAL,1982,2,twin stick,2,Taito,doublejoy8way,,Taito
arcade,fround,"Final Round, The",,x,x,x,,,,,,HORIZONTAL,1988,2,8 way,3,Konami,joy8way,,Konami
arcade,fshark,Flying Shark,x,x,x,x,x,x,MINI,x,x,VERTICAL,1987,2,8 way,2,Toaplan,joy8way,,Toaplan / Taito
arcade,futari10,Mushihime 2 -Sama Futari Ver 1.0,x,x,x,x,x,x,x,x,,VERTICAL,2006,2,8 way,4,Cave,joy8way,,Cave / AMI license
arcade,ga2,Golden Axe 2 : The Revenge of Death Adder,x,x,x,x,x,x,x,x,,HORIZONTAL,1992,4,8 way,3,SEGA,joy8way,,SEGA
arcade,gaiden,Ninja Gaiden,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1988,2,8 way,3,Tecmo,joy8way,,Tecmo
arcade,galaga,Galaga 1,x,x,x,x,x,x,MINI,x,x,VERTICAL,1981,2,4 way,1,Midway,joy2way,,Namco / Midway
arcade,galaga88,Galaga 2 '88,x,x,x,x,x,,,,,VERTICAL,1987,2,8 way,3,Namco,joy8way,,Namco
arcade,galaxian,Galaga 0 Galaxian,x,x,x,x,x,x,MINI,x,x,VERTICAL,1979,2,4 way,1,Midway,joy2way,,Namco
arcade,galivan,Cosmo Police Galivan,x,,x,x,,,,,,VERTICAL,1985,2,8 way,3,Other,joy8way,,Nichibutsu
arcade,gangwars,Gang Wars,,,x,x,,,,,,HORIZONTAL,1989,2,8 way,3,Other,joy8way,,Alpha Denshi Co.
arcade,ganryu,Ganryu,x,,x,x,,,,,,HORIZONTAL NEOGEO,1999,2,8 way,4,Neo Geo,joy8way,,Visco
arcade,gaplus,Galaga 3 Gaplus,x,x,x,x,x,x,x,x,,VERTICAL,1984,2,8 way,1,Namco,joy8way,,Namco
arcade,garou,Garou: Mark of the Wolves,x,x,x,x,x,x,MINI,x,x,HORIZONTAL NEOGEO,1999,2,8 way,4,Neo Geo,joy8way,,SNK
arcade,gaunt22p,Gauntlet 2,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1986,4,8 way,2,Atari,joy8way,,Atari Games
arcade,gauntleg,Gauntlet Legends,x,,x,x,,,,,,HORIZONTAL,1998,4,8 way,3,Atari,joy8way,stick,Atari Games
arcade,gauntlet2p,Gauntlet 1,x,,x,x,,,,,,HORIZONTAL,1985,4,8 way,2,Atari,joy8way,,Atari Games
arcade,gberet,Green Beret,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1985,2,8 way,2,Konami,joy8way,,Konami
arcade,gbusters,Gang Busters,x,x,x,x,x,,,,,VERTICAL,1988,2,8 way,2,Konami,joy8way,,Konami
arcade,gforce2,Galaxy Force 2,x,x,x,x,x,x,x,x,,HORIZONTAL,1988,1,analog,2,SEGA,,stick,SEGA
arcade,gground,Gain Ground,x,x,x,x,,,,,,VERTICAL,1988,3,8 way,3,SEGA,joy8way,,SEGA
arcade,ghostb,"Real Ghostbusters, The",,x,x,x,,,,,,HORIZONTAL,1987,2,8 way,2,Data East,joy8way,,Data East
arcade,ghoulsu,Ghouls'n Ghosts,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1988,2,4 way,2,Capcom,joy4way,,Capcom
arcade,ghoxj,Ghox,x,x,x,x,,,,,,VERTICAL,1991,2,8 way,2,Toaplan,joy8way,dial,Toaplan
arcade,gigawing,Giga Wing,x,x,x,x,x,x,x,x,x,HORIZONTAL,1999,2,8 way,2,Capcom,joy8way,,Takumi / Capcom
arcade,gijoe,G.I. Joe,x,x,x,x,x,x,x,x,,HORIZONTAL,1992,4,8 way,3,Konami,joy8way,,Konami
arcade,gladiatr,Gladiator,,x,x,x,,,,,,HORIZONTAL,1986,2,8 way,3,Taito,joy8way,,Allumer / Taito
arcade,gnbarich,Gunbarich,x,x,x,x,,,,,,VERTICAL,2001,2,8 way,3,Psikyo,joy8way,,Psikyo
arcade,gng,Ghosts'n Goblins,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1985,2,8 way,2,Capcom,joy8way,,Capcom
arcade,goldnaxe,"Golden Axe 1 (set 6, US)",x,x,x,x,x,,x,x,,HORIZONTAL,1989,2,8 way,3,SEGA,joy8way,,SEGA
arcade,gorf,Gorf,x,x,x,x,,,,,,VERTICAL,1981,2,8 way,1,Midway,joy8way,,Dave Nutting Associates / Midway
arcade,gpilots,Ghost Pilots,,x,x,x,,,,,,HORIZONTAL NEOGEO,1991,2,8 way,4,Neo Geo,joy8way,,SNK
arcade,gradius,Gradius 1,,x,x,x,,,,,,HORIZONTAL,1985,2,8 way,3,Konami,joy8way,,Konami
arcade,gradius2,Gradius 2: GOFER no Yabou,x,x,x,x,x,x,x,x,,HORIZONTAL,1988,2,8 way,3,Konami,joy8way,,Konami
arcade,gradius3,Gradius 3,,x,x,x,,,,,,HORIZONTAL,1989,2,8 way,3,Konami,joy8way,,Konami
arcade,growl,Growl,x,,x,x,x,,,,,HORIZONTAL,1990,4,8 way,3,Taito,joy8way,,Taito
arcade,gt2k,Golden Tee 2K,,x,x,x,,,,,,HORIZONTAL,2000,2,trackball,2,Other,,trackball,Incredible Technologies
arcade,gtfore06,Golden Tee Fore! 2006 Complete,x,x,x,x,,,,,,HORIZONTAL,2005,1,trackball,4,Other,,lightgun / trackball,Incredible Technologies
arcade,gtmr2,Great 1000 Miles Rally 2 : Mille Miglia 2,,x,x,x,,,,,,HORIZONTAL,1995,2,8 way,8,Other,joy8way,paddle / dial,Kaneko
arcade,gtmrusa,Great 1000 Miles Rally 1: U.S.A Version!,,x,x,x,,,,,,HORIZONTAL,1994,2,8 way,2,Other,joy8way,paddle / dial,Kaneko
arcade,gunbird,Gunbird 1,x,x,x,x,,,,,,VERTICAL,1994,2,8 way,3,Psikyo,joy8way,,Psikyo
arcade,gunbird2,Gunbird 2,x,x,x,x,x,,,,,VERTICAL,1998,2,8 way,3,Psikyo,joy8way,,Psikyo
arcade,gundhara,Gundhara,x,x,x,x,,,,,,VERTICAL,1995,2,8 way,3,Other,joy8way,,Banpresto
arcade,gunforc2,Gun Force 2,,x,x,x,,,,,,HORIZONTAL,1994,2,8 way,2,Irem,joy8way,,Irem
arcade,gunforce,Gun Force 1 : Battle Fire Engulfed Terror Island,,x,x,x,,,,,,HORIZONTAL,1991,2,8 way,2,Irem,joy8way,,Irem
arcade,gunlock,Gunlock,x,x,x,x,,,,,,VERTICAL,1993,4,8 way,4,Taito,joy8way,dial,Taito
arcade,gunsmoke,Gun Smoke,x,x,x,x,x,x,MINI,x,x,VERTICAL,1985,2,8 way,3,Capcom,joy8way,,Capcom
arcade,guwange,Guwange,x,x,x,x,x,x,x,x,x,VERTICAL,1999,2,8 way,3,Cave,joy8way,,Cave / Atlus license
arcade,gwarb,Guerrilla War,x,x,x,x,x,x,MINI,x,x,VERTICAL,1987,2,twin stick,2,SNK,joy8way,positional,bootleg / SNK
arcade,gyruss,Gyruss,x,x,x,x,x,x,MINI,x,x,VERTICAL,1983,2,4 way,1,Konami,joy2way,,Konami
arcade,hangon,Hang-On,,x,x,x,,,,,,HORIZONTAL,1985,1,analog,0,SEGA,,pedal / paddle,SEGA
arcade,hbarrel,Heavy Barrel,x,x,x,x,x,x,x,x,x,VERTICAL,1987,2,twin stick,2,Data East,joy8way,positional,Data East
arcade,hcastle,Haunted Castle,,x,x,x,,,,,,HORIZONTAL,1988,2,4 way,2,Konami,joy4way,,Konami
arcade,hharry,Hammerin' Harry,x,x,x,x,x,x,x,x,,HORIZONTAL,1990,2,8 way,4,Irem,joy8way,,Irem
arcade,higemaru,Pirate Ship Higemaru,x,x,x,x,x,,,,,HORIZONTAL,1984,2,4 way,1,Capcom,joy4way,,Capcom
arcade,hippodrm,Hippodrome,x,x,x,x,x,x,x,x,x,HORIZONTAL,1989,2,8 way,2,Data East,joy8way,,Data East
arcade,hook,Hook,,x,x,x,,,,,,HORIZONTAL,1992,4,8 way,2,Irem,joy8way,,Irem
arcade,hotchase,Hot Chase,,x,x,x,,,,,,HORIZONTAL,1988,1,analog,2,Konami,,pedal / paddle,Konami
arcade,hotdogst,Hotdog Storm,x,,x,x,,,,,,VERTICAL,1996,2,8 way,3,Other,joy8way,,Marble / Ace International license
arcade,hsf2,Hyper Street Fighter 2: The Anniversary Edition,x,x,x,x,x,x,x,x,,HORIZONTAL,2004,2,8 way,6,Capcom,joy8way,,Capcom
arcade,hyperspt,Hyper Sports,x,x,x,x,x,x,x,x,,HORIZONTAL,1984,4,buttons only,3,Konami,,only_buttons,Konami / Centuri license
arcade,ibarablk,Ibara Kuro Black Label,x,x,x,x,x,,,,,VERTICAL,2006,2,8 way,4,Cave,joy8way,,Cave / AMI license
arcade,ikari,Ikari Warriors,x,x,x,x,x,x,MINI,x,x,VERTICAL,1986,2,twin stick,2,SNK,joy8way,positional,SNK
arcade,ikari3,Ikari Warriors 3: The Rescue,x,x,x,x,x,,,,,HORIZONTAL,1989,2,8 way,3,SNK,joy8way,positional,SNK
arcade,imgfight,Image Fight,x,x,x,x,,,,,,VERTICAL,1988,2,8 way,4,Irem,joy8way,,Irem
arcade,indytemp,Indiana Jones & the Temple of Doom,x,x,x,x,x,x,x,x,x,HORIZONTAL,1985,1,8 way,1,Atari,joy8way,,Atari Games / Atari
arcade,insectx,Insector X,,x,x,x,,,,,,HORIZONTAL,1989,2,8 way,2,Taito,joy8way,,Taito
arcade,inthunt,In The Hunt,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1993,2,8 way,2,Irem,joy8way,,Irem
arcade,invadpt2,Space Invaders Part 2,x,x,x,x,x,x,MINI,x,x,VERTICAL,1979,2,4 way,1,Taito,joy2way,,Taito
arcade,ironhors,Iron Horse,x,x,x,x,x,,x,,,HORIZONTAL,1986,2,4 way,3,Konami,joy4way,,Konami
arcade,irrmaze,"Irritating Maze, The",,x,x,x,,,,,,HORIZONTAL NEOGEO,1997,2,trackball,2,Neo Geo,,only_buttons / trackball,SNK / Saurus
arcade,jackal,Jackal,x,x,x,x,x,x,MINI,x,x,VERTICAL,1986,2,8 way,2,Konami,joy8way,,Konami
arcade,jailbrek,Jail Break,x,x,x,x,x,,x,,,HORIZONTAL,1986,2,8 way,2,Konami,joy8way,,Konami
arcade,jdreddp,Judge Dredd,x,x,x,x,x,,,,,HORIZONTAL,1993,3,8 way,4,Midway,joy8way,,Midway
arcade,jedi,Star Wars 3 : Return of the Jedi,x,x,x,x,,,,,,HORIZONTAL,1984,1,analog,3,Atari,,stick,Atari
arcade,joemacr,Joe & Mac Returns,,x,x,x,,,,,,HORIZONTAL,1994,2,8 way,3,Data East,joy8way,,Data East
arcade,jojoban,JoJo 2 no Kimyou na Bouken: Mirai e no Isan,x,x,x,x,x,x,x,x,,HORIZONTAL,1999,2,8 way,6,Capcom,joy8way,,Capcom
arcade,jojon,JoJo 1 Venture,x,,x,x,x,,,,,HORIZONTAL,1998,2,8 way,6,Capcom,joy8way,,Capcom
arcade,joust,Joust 1,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1982,2,4 way,1,Williams,joy2way,,Williams
arcade,joust2,Joust 2: Survival of the Fittest,x,x,x,x,,,,,,VERTICAL,1986,2,4 way,2,Williams,joy2way,,Williams
arcade,jpark,Jurassic Park,,x,x,x,,,,,,HORIZONTAL,1993,2,lightgun,1,SEGA,,stick,SEGA
arcade,junglek,Jungle King,x,x,x,x,x,x,x,x,x,HORIZONTAL,1982,2,8 way,1,Taito,joy8way,,Taito
arcade,junofrst,Juno First,x,x,x,x,x,x,x,x,,VERTICAL,1983,2,8 way,3,Konami,joy8way,,Konami
arcade,kabukikl,Far East of Eden: Kabuki Klash,x,,x,x,x,,,,,HORIZONTAL NEOGEO,1995,2,8 way,4,Neo Geo,joy8way,,Hudson / Red Company
arcade,kageki,Kageki,x,x,x,x,x,,,,,VERTICAL,1988,2,8 way,2,Taito,joy8way,,Kaneko / Taito
arcade,kangaroo,Kangaroo,x,x,x,x,x,,,,,VERTICAL,1982,2,8 way,1,Other,joy8way,,Sun Electronics / Sunsoft
arcade,karnov,Karnov,x,x,x,x,x,,,,,HORIZONTAL,1987,2,8 way,3,Data East,joy8way,,Data East
arcade,kchamp,Karate Champ,x,x,x,x,x,x,x,x,x,VERTICAL,1984,2,twin stick,0,Data East,doublejoy4way,,Data East
arcade,ket,Ketsui: Kizuna Jigoku Tachi,x,x,x,x,x,,,,,VERTICAL,2002,2,8 way,3,Cave,joy8way,,Cave / AMI license
arcade,kicker,Kicker,x,x,x,x,x,x,x,x,x,VERTICAL,1985,2,4 way,2,Konami,joy4way,,Konami
arcade,kicknrun,Kick & Run,x,x,x,x,x,,,,,HORIZONTAL,1986,4,8 way,2,Taito,joy8way,,Taito
arcade,kikcubic,Meikyu Jima,,x,x,x,,,,,,HORIZONTAL,1988,2,4 way,2,Irem,joy4way,,Irem
arcade,kikikai,KiKi KaiKai,x,,x,x,,,,,,VERTICAL,1986,2,8 way,2,Taito,joy8way,,Taito
arcade,kingdmgp,Kingdom Grandprix,x,x,x,x,x,,,,,VERTICAL,1994,2,8 way,3,Raizing,joy8way,,Raizing / Eighting
arcade,kingofb,King of Boxer,x,,x,x,,,,,,VERTICAL,1985,2,8 way,3,Other,joy8way,,Woodplace Inc.
arcade,kinst,Killer Instinct 1,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1994,2,8 way,6,Other,joy8way,,Rare / Midway license
arcade,kinst2,Killer Instinct 2,x,x,x,x,x,x,x,x,,HORIZONTAL,1996,2,8 way,6,Other,joy8way,,Rare / Midway license
arcade,kizuna,Kizuna Encounter: Super Tag Battle,x,,x,x,,,,,,HORIZONTAL NEOGEO,1996,2,8 way,4,Neo Geo,joy8way,,SNK
arcade,klax,Klax,,x,x,x,,,,,,HORIZONTAL,1989,2,4 way,1,Atari,joy4way,,Atari Games / Atari
arcade,kncljoe,Knuckle Joe,x,x,x,x,x,,,,,HORIZONTAL,1985,2,8 way,2,Taito,joy8way,,Seibu Kaihatsu / Taito
arcade,knights,Knights of the Round,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1991,3,8 way,2,Capcom,joy8way,,Capcom
arcade,kod,"King of Dragons, The",x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1991,3,8 way,2,Capcom,joy8way,,Capcom
arcade,kof2000,"King of Fighters 2000, The",x,x,x,x,,,,,,HORIZONTAL NEOGEO,2000,2,8 way,4,Neo Geo,joy8way,,SNK
arcade,kof2002,"King of Fighters 2002, The",x,x,x,x,x,,x,,,HORIZONTAL NEOGEO,2002,2,8 way,4,Neo Geo,joy8way,,Eolith / Playmore
arcade,kof95,"King of Fighters 1995, The",x,x,x,x,x,,,,,HORIZONTAL NEOGEO,1995,2,8 way,4,Neo Geo,joy8way,,SNK
arcade,kof98,"King of Fighters 1998, The: The Slugfest",x,x,x,x,x,,x,,,HORIZONTAL NEOGEO,1998,2,8 way,4,Neo Geo,joy8way,,SNK
arcade,kof99,"King of Fighters 1999, The: Millennium Battle",,x,x,x,,,,,,HORIZONTAL NEOGEO,1999,2,8 way,4,Neo Geo,joy8way,,SNK
arcade,kotm,King of the Monsters 1,x,x,x,x,x,,,,,HORIZONTAL NEOGEO,1991,2,8 way,4,Neo Geo,joy8way,,SNK
arcade,kotm2,King of the Monsters 2: The Next Thing,,x,x,x,,,,,,HORIZONTAL NEOGEO,1992,2,8 way,4,Neo Geo,joy8way,,SNK
arcade,kov,Knights of Valour 1,x,x,x,x,x,x,x,x,,HORIZONTAL,1999,4,8 way,4,Other,joy8way,,IGS
arcade,kov2,Knights of Valour 2,x,x,x,x,x,,,,,HORIZONTAL,2000,4,8 way,4,Other,joy8way,,IGS
arcade,kungfum,Kung-Fu Master,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1984,2,8 way,2,Irem,joy8way,,Irem
arcade,kurikint,Kuri Kinton,x,x,x,x,x,,,,,HORIZONTAL,1988,2,8 way,2,Taito,joy8way,,Taito
arcade,ladybug,Lady Bug,x,x,x,x,x,,x,,,VERTICAL,1981,2,4 way,0,Other,joy4way,,Universal
arcade,lastbld2,"Last Blade 2, The",x,x,x,x,x,x,x,x,x,HORIZONTAL NEOGEO,1998,2,8 way,4,Neo Geo,joy8way,,SNK
arcade,lastduel,Last Duel,x,x,x,x,x,x,x,x,,VERTICAL,1988,2,8 way,2,Capcom,joy8way,,Capcom
arcade,ldrun,Lode Runner,,x,x,x,,,,,,HORIZONTAL,1984,2,8 way,2,Irem,joy8way,,Irem / licensed from Broderbund
arcade,lemmings,Lemmings,,x,x,x,,,,,,HORIZONTAL,1991,2,trackball,2,Data East,,trackball,Data East
arcade,lgtnfght,Lightning Fighters,x,x,x,x,,,,,,VERTICAL,1990,2,8 way,3,Konami,joy8way,,Konami
arcade,lightbr,Light Bringer,,,x,x,,,,,,HORIZONTAL,1993,4,8 way,4,Taito,joy8way,dial,Taito
arcade,lkage,"Legend of Kage, The",x,x,x,x,x,,,,,HORIZONTAL,1984,2,8 way,2,Taito,joy8way,,Taito
arcade,llander,Lunar Lander,,x,x,x,,,,,,HORIZONTAL,1979,1,analog,3,Atari,,pedal,Atari
arcade,loderndf,Lode Runner: The Dig Fight,x,x,x,x,x,,,,,HORIZONTAL,2000,4,8 way,3,Psikyo,joy8way,,Psikyo
arcade,loht,Legend of Hero Tonma,x,x,x,x,x,x,x,x,,HORIZONTAL,1989,2,8 way,4,Irem,joy8way,,Irem
arcade,lrescue,Lunar Rescue,x,x,x,x,x,,,,,VERTICAL,1979,2,4 way,1,Taito,joy2way,,Taito
arcade,lwings,Legendary Wings,x,x,x,x,x,x,x,x,,VERTICAL,1986,2,8 way,2,Capcom,joy8way,,Capcom
arcade,madgear,Mad Gear,x,x,x,x,x,x,x,x,,VERTICAL,1989,2,8 way,3,Capcom,joy8way,,Capcom
arcade,magdrop3,Magical Drop 3,x,,x,x,,,,,,HORIZONTAL NEOGEO,1997,2,8 way,4,Neo Geo,joy8way,,Data East
arcade,maglord,Magician Lord,,x,x,x,,,,,,HORIZONTAL NEOGEO,1990,2,8 way,4,Neo Geo,joy8way,,Alpha Denshi Co. / ADK
arcade,magmax,Mag Max,x,x,x,x,x,x,x,x,,HORIZONTAL,1985,2,8 way,1,Other,joy8way,,Nichibutsu
arcade,mainevt,"Main Event, The",,,x,x,,,,,,HORIZONTAL,1988,4,8 way,2,Konami,joy8way,,Konami
arcade,majtitl2,Major Title 2,x,,x,x,,,,,,HORIZONTAL,1992,4,8 way,2,Irem,joy8way,,Irem
arcade,mappy,Mappy,x,x,x,x,x,,,,,VERTICAL,1983,2,4 way,1,Namco,joy2way,,Namco
arcade,marble,Marble Madness,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1984,2,trackball,0,Atari,,trackball,Atari Games / Atari
arcade,mario,Mario Bros.,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1983,2,4 way,1,Nintendo,joy2way,,Nintendo
arcade,martmast,Martial Masters,,x,x,x,,,,,,HORIZONTAL,2001,4,8 way,4,Other,joy8way,,IGS
arcade,matrim,Matrimelee,,x,x,x,,,,,,HORIZONTAL NEOGEO,2002,2,8 way,4,Neo Geo,joy8way,,Noise Factory / Atlus
arcade,mazinger,Mazinger Z,x,x,x,x,,,,,,VERTICAL,1994,2,8 way,3,Other,joy8way,,Banpresto / Dynamic Pl. Toei Animation
arcade,mechatt,Mechanized Attack,,x,x,x,,,,,,HORIZONTAL,1989,2,lightgun,2,SNK,,lightgun,SNK
arcade,megaman2,Mega Man 2: The Power Fighters,x,x,x,x,x,,,,,HORIZONTAL,1996,2,8 way,3,Capcom,joy8way,,Capcom
arcade,mercs,Mercs,x,x,x,x,x,x,x,x,x,VERTICAL,1990,3,8 way,2,Capcom,joy8way,,Capcom
arcade,metamrph,Metamorphic Force,,x,x,x,,,,,,HORIZONTAL,1993,4,8 way,3,Konami,joy8way,,Konami
arcade,metrocrs,Metro-Cross,,x,x,x,,,,,,HORIZONTAL,1985,2,8 way,1,Namco,joy8way,,Namco
arcade,mhavoc,Major Havoc,,x,x,x,,,,,,HORIZONTAL,1983,2,4 way,2,Atari,,only_buttons / dial,Atari
arcade,mia,M.I.A.: Missing in Action,x,x,x,x,x,,,,,HORIZONTAL,1989,2,8 way,3,Konami,joy8way,,Konami
arcade,midres,Midnight Resistance,x,x,x,x,x,,x,,,HORIZONTAL,1989,2,twin stick,2,Data East,joy8way,positional,Data East
arcade,mikie,Mikie,x,x,x,x,x,,,,,VERTICAL,1984,2,4 way,2,Konami,joy4way,,Konami
arcade,milliped,Millipede,x,x,x,x,x,x,MINI,x,x,VERTICAL,1982,2,trackball,1,Atari,joy8way,trackball,Atari
arcade,missile,Missile Command,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1980,2,trackball,3,Atari,,trackball,Atari
arcade,mk,Mortal Kombat 1,x,x,x,x,x,x,x,x,,HORIZONTAL,1992,2,8 way,6,Midway,joy8way,,Midway
arcade,mk2,Mortal Kombat 2,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1993,2,8 way,6,Midway,joy8way,,Midway
arcade,mk3,Mortal Kombat 3,,x,x,x,,,,,,HORIZONTAL,1994,2,8 way,6,Midway,joy8way,,Midway
arcade,mmatrix,Mars Matrix: Hyper Solid Shooting,x,x,x,x,x,x,x,x,x,HORIZONTAL,2000,2,8 way,1,Capcom,joy8way,,Takumi / Capcom
arcade,mmpork,Muchi Muchi Pork!,x,x,x,x,,,,,,VERTICAL,2007,2,8 way,4,Cave,joy8way,,Cave / AMI license
arcade,monsterb,Monster Bash,x,x,x,x,,,,,,VERTICAL,1982,2,4 way,1,SEGA,joy4way,,SEGA
arcade,moomesa,Wild West C.O.W.-Boys of Moo Mesa,x,x,x,x,x,x,x,x,x,HORIZONTAL,1992,4,8 way,2,Konami,joy8way,,Konami
arcade,mooncrst,Moon Cresta,x,x,x,x,x,x,MINI,x,x,VERTICAL,1980,2,4 way,1,Other,joy2way,,Nichibutsu
arcade,mpang,Mighty! Pang,x,x,x,x,x,,,,,HORIZONTAL,2000,2,8 way,1,Other,joy8way,,Mitchell / Capcom
arcade,mpatrol,Moon Patrol,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1982,2,4 way,2,Irem,joy2way,,Irem
arcade,mrdo,Mr. Do!,x,x,x,x,x,x,MINI,x,x,VERTICAL,1982,2,4 way,1,Other,joy4way,,Universal
arcade,mrdrillr,Mr. Driller,,x,x,x,,,,,,HORIZONTAL,1999,2,4 way,6,Namco,joy4way,,Namco
arcade,msh,Marvel Super Heroes,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1995,2,8 way,6,Capcom,joy8way,,Capcom
arcade,mshvsf,Marvel Super Heroes vs Street Fighter,x,x,x,x,x,x,x,x,x,HORIZONTAL,1997,2,8 way,6,Capcom,joy8way,,Capcom
arcade,mslug,Metal Slug 1: Super Vehicle-001,x,x,x,x,x,x,MINI,x,x,HORIZONTAL NEOGEO,1996,2,8 way,4,Neo Geo,joy8way,,Nazca / Nazca Corporation
arcade,mslug2t,Metal Slug 2 Turbo (NGM-9410),,x,x,x,,,,,,HORIZONTAL NEOGEO,1998,2,8 way,4,Neo Geo,joy8way,,hack / trap15
arcade,mslug3,Metal Slug 3,x,x,x,x,x,x,MINI,x,x,HORIZONTAL NEOGEO,2000,2,8 way,4,Neo Geo,joy8way,,SNK
arcade,mslug4,Metal Slug 4,x,x,x,x,x,x,x,x,x,HORIZONTAL NEOGEO,2002,2,8 way,4,Neo Geo,joy8way,,Mega / Noise Factory
arcade,mslug5,Metal Slug 5,x,x,x,x,x,x,x,x,x,HORIZONTAL NEOGEO,2003,2,8 way,4,Neo Geo,joy8way,,SNK Playmore / SNK
arcade,mslugx,Metal Slug 2 X: Super Vehicle-001,x,x,x,x,x,x,MINI,x,x,HORIZONTAL NEOGEO,1999,2,8 way,4,Neo Geo,joy8way,,SNK
arcade,mspacman,Ms. Pac-Man,x,x,x,x,x,x,MINI,x,x,VERTICAL,1981,2,4 way,0,Midway,joy4way,,Midway / General Computer Corporation
arcade,msword,Magic Sword: Heroic Fantasy,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1990,2,8 way,3,Capcom,joy8way,,Capcom
arcade,mtwins,Mega Twins,,x,x,x,,,,,,HORIZONTAL,1990,2,8 way,3,Capcom,joy8way,,Capcom
arcade,mushisam,Mushihime 1 -Sama,x,x,x,x,,,,,,VERTICAL,2004,2,8 way,4,Cave,joy8way,,Cave / AMI license
arcade,mustang,US AAF Mustang,x,x,x,x,x,,,,,HORIZONTAL,1990,2,8 way,2,Other,joy8way,,UPL
arcade,mutnat,Mutation Nation,,,x,x,,,,,,HORIZONTAL NEOGEO,1992,2,8 way,4,Neo Geo,joy8way,,SNK
arcade,mvsc,Marvel vs Capcom 1 : Clash of Super Heroes,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1998,2,8 way,6,Capcom,joy8way,,Capcom
arcade,mwalk,Michael Jackson's Moonwalker (World),x,x,x,x,x,,,,,HORIZONTAL,1990,3,8 way,3,SEGA,joy8way,,SEGA
arcade,myhero,My Hero,x,x,x,x,x,,x,,,HORIZONTAL,1985,2,8 way,2,SEGA,joy8way,,Coreland / SEGA
arcade,mysticri,Mystic Riders,,,x,x,,,,,,HORIZONTAL,1992,2,8 way,2,Irem,joy8way,,Irem
arcade,mystwarr,Mystic Warriors,x,x,x,x,x,x,x,x,,HORIZONTAL,1993,4,8 way,3,Konami,joy8way,,Konami
arcade,nam1975,NAM-1975,,x,x,x,,,,,,HORIZONTAL NEOGEO,1990,2,8 way,4,Neo Geo,joy8way,,SNK
arcade,narc,Narc,x,x,x,x,x,x,x,x,,HORIZONTAL,1988,2,8 way,4,Williams,joy8way,,Williams
arcade,naughtyb,Naughty Boy,x,x,x,x,,,,,,VERTICAL,1982,2,4 way,1,Other,joy4way,,Jaleco
arcade,nbahangt,NBA 3 Hangtime,x,x,x,x,,,,,,HORIZONTAL,1996,4,8 way,3,Midway,joy8way,,Midway
arcade,nbajam,NBA 1 Jam,,x,x,x,,,,,,HORIZONTAL,1993,4,8 way,3,Midway,joy8way,,Midway
arcade,nbajamte,NBA 2 Jam TE,x,x,x,x,x,x,x,x,,HORIZONTAL,1994,4,8 way,3,Midway,joy8way,,Midway
arcade,nbamht,NBA 4 Maximum Hangtime,x,x,x,x,x,,,,,HORIZONTAL,1996,4,8 way,3,Midway,joy8way,,Midway
arcade,nbbatman,Ninja Baseball Bat Man,x,x,x,x,x,,,,,HORIZONTAL,1993,4,8 way,2,Irem,joy8way,,Irem
